user id,Week number,Post_fat_pct,Post_muscle_kg,Post_weight_kg,daily_avg_kcal,sleep_avg_hours,free_text_feedback,notes
P17,Week_2026_24,26.15,34.55,86.89,2385.5,8.7,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W33. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw clear changes in digestion. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2329 kcal/day, front-load protein earlier, and aim for consistent 8.7 h sleep."
P17,Week_2026_25,26.13,34.62,86.85,2490.3,8.83,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W29. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw noticeable changes in digestion. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2332 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 8.7 h sleep."
P17,Week_2026_26,26.09,34.68,86.78,2547.6,8.71,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W33. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw gradual changes in joint comfort. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2470 kcal/day, add 10–15 min mobility, and aim for consistent 8.8 h sleep."
P17,Week_2026_27,26.05,34.77,86.7,2648.6,8.97,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw strong changes in digestion. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2494 kcal/day, add 10–15 min mobility, and aim for consistent 8.7 h sleep."
P17,Week_2026_28,26.03,34.83,86.67,2405.8,8.99,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W33. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw mixed changes in sleep. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2338 kcal/day, add 10–15 min mobility, and aim for consistent 9.0 h sleep."
P17,Week_2026_29,26.02,34.89,86.66,2643.3,8.81,"Felt focused this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw clear changes in recovery. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2473 kcal/day, season with za’atar to vary flavor, and aim for consistent 9.0 h sleep."
P17,Week_2026_30,26,34.98,86.63,2595.3,8.62,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw strong changes in recovery. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2466 kcal/day, prep breakfast the night before, and aim for consistent 8.8 h sleep."
P17,Week_2026_31,25.99,35.02,86.62,2444,8.66,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W29. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw promising changes in joint comfort. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2333 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 8.6 h sleep."
P17,Week_2026_32,25.99,35.05,86.64,2635.2,8.75,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W29. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw strong changes in pump. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2460 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 8.7 h sleep."
P17,Week_2026_33,25.97,35.1,86.61,2577.3,8.9,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw gradual changes in pump. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2445 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.8 h sleep."
P17,Week_2026_34,25.97,35.16,86.61,2411,9.13,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W29. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw strong changes in motivation. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2307 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 8.9 h sleep."
P17,Week_2026_35,25.97,35.23,86.62,2693.9,9.37,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw gradual changes in energy. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2519 kcal/day, front-load protein earlier, and aim for consistent 9.1 h sleep."
P17,Week_2026_36,25.94,35.27,86.57,2684.1,9.46,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W29. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw promising changes in motivation. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2562 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 9.4 h sleep."
P17,Week_2026_37,25.91,35.29,86.52,2505,9.35,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw noticeable changes in pump. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2369 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 9.5 h sleep."
P17,Week_2026_38,25.88,35.33,86.47,2529.5,9.28,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw clear changes in pump. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2358 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 9.3 h sleep."
P17,Week_2026_39,25.87,35.4,86.45,2422.6,9.17,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw gradual changes in appetite. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2291 kcal/day, 5-min post-meal walks, and aim for consistent 9.3 h sleep."
P17,Week_2026_40,25.87,35.47,86.45,2509.4,9.04,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw clear changes in joint comfort. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2384 kcal/day, front-load protein earlier, and aim for consistent 9.2 h sleep."
P17,Week_2026_41,25.84,35.53,86.4,2440.1,9.06,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw strong changes in pump. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2327 kcal/day, season with za’atar to vary flavor, and aim for consistent 9.0 h sleep."
P17,Week_2026_42,25.8,35.58,86.34,2659.8,9.21,"Felt focused this week. With mostly consistent adherence, I completed sessions incl. W29. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw noticeable changes in appetite. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2552 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 9.1 h sleep."
P17,Week_2026_43,25.8,35.66,86.34,2648.7,9.25,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W29. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw mixed changes in energy. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2486 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 9.2 h sleep."
P17,Week_2026_44,25.77,35.73,86.28,2645.3,9.28,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W29. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw mixed changes in recovery. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2495 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 9.2 h sleep."
P17,Week_2026_45,25.73,35.81,86.21,2435,9.46,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W29. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw gradual changes in appetite. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2340 kcal/day, prep breakfast the night before, and aim for consistent 9.3 h sleep."
P17,Week_2026_46,25.69,35.82,86.14,2486.7,9.48,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W33. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw gradual changes in appetite. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2423 kcal/day, lighten late snacks, and aim for consistent 9.5 h sleep."
P17,Week_2026_47,25.68,35.86,86.13,2509.1,9.62,"Felt focused this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw strong changes in joint comfort. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2389 kcal/day, season with za’atar to vary flavor, and aim for consistent 9.5 h sleep."
P17,Week_2026_48,25.66,35.92,86.09,2437.2,9.41,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw noticeable changes in joint comfort. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~2294 kcal/day, season with za’atar to vary flavor, and aim for consistent 9.6 h sleep."
P18,Week_2025_46,26.88,20.23,61.37,3612.7,7.54,"This week felt optimistic. With mostly consistent adherence (~3613 kcal/day), I completed 4 sessions (e.g., W25, W21, W25). Short sessions and supersets helped the schedule. I noticed noticeable changes in recovery. Given my goal, I tried to balance protein and volume while keeping steps high. Average sleep was ~7.5 h; training quality tracked well with meal timing and hydration.",Hold calories steady and emphasize high-quality reps on compounds. Insert a 10–15 min mobility block on rest days to keep joints happy. Maintain a consistent sleep window to preserve 7–8 h nights. Keep meals simple; adjust seasoning and veggies for variety. Keep recipes under 5 steps; reuse the same spice mix to reduce friction. Track water intake more tightly.
P18,Week_2025_47,26.85,20.32,61.33,1803.7,7.76,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw strong changes in pump. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1642 kcal/day, prep breakfast the night before, and aim for consistent 7.5 h sleep."
P18,Week_2025_48,26.85,20.38,61.35,2001.4,7.66,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw mixed changes in digestion. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1794 kcal/day, season with za’atar to vary flavor, and aim for consistent 7.8 h sleep."
P18,Week_2025_49,26.79,20.47,61.28,1737.1,7.45,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw strong changes in energy. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1627 kcal/day, 5-min post-meal walks, and aim for consistent 7.7 h sleep."
P18,Week_2025_50,26.72,20.49,61.19,1869.7,7.42,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw strong changes in energy. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1709 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 7.5 h sleep."
P18,Week_2025_51,26.68,20.52,61.15,1856.7,7.62,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw gradual changes in motivation. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1655 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 7.4 h sleep."
P18,Week_2025_52,26.61,20.59,61.06,1953.2,7.66,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw mixed changes in sleep. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1794 kcal/day, season with za’atar to vary flavor, and aim for consistent 7.6 h sleep."
P18,Week_2026_01,26.61,20.67,61.06,1833,7.84,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw clear changes in pump. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1649 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 7.7 h sleep."
P18,Week_2026_02,26.58,20.72,61.03,1848.1,7.84,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw mixed changes in motivation. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1648 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 7.8 h sleep."
P18,Week_2026_03,26.58,20.8,61.04,1912.2,8.01,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw noticeable changes in digestion. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1751 kcal/day, prep breakfast the night before, and aim for consistent 7.8 h sleep."
P18,Week_2026_04,26.58,20.86,61.04,1818.3,8.25,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw mixed changes in sleep. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1694 kcal/day, prep breakfast the night before, and aim for consistent 8.0 h sleep."
P18,Week_2026_05,26.52,20.88,60.96,1932.8,8.12,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw gradual changes in motivation. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1773 kcal/day, lighten late snacks, and aim for consistent 8.2 h sleep."
P18,Week_2026_06,26.5,20.9,60.94,1898.8,7.99,"Felt focused this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw gradual changes in energy. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1733 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.1 h sleep."
P18,Week_2026_07,26.5,20.94,60.95,1906.8,8.17,"Felt steady this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw gradual changes in digestion. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1703 kcal/day, 5-min post-meal walks, and aim for consistent 8.0 h sleep."
P18,Week_2026_08,26.47,21,60.91,1739.3,8,"Felt focused this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw mixed changes in pump. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1647 kcal/day, lighten late snacks, and aim for consistent 8.2 h sleep."
P18,Week_2026_09,26.47,21.06,60.92,1723.7,7.92,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw clear changes in pump. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1635 kcal/day, lighten late snacks, and aim for consistent 8.0 h sleep."
P18,Week_2026_10,26.47,21.13,60.92,1930.3,7.75,"Felt focused this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw clear changes in appetite. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1748 kcal/day, add 10–15 min mobility, and aim for consistent 7.9 h sleep."
P18,Week_2026_11,26.44,21.18,60.89,1883.7,7.68,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw mixed changes in motivation. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1759 kcal/day, 5-min post-meal walks, and aim for consistent 7.8 h sleep."
P18,Week_2026_12,26.42,21.26,60.86,1878.9,7.58,"Felt focused this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw gradual changes in joint comfort. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1762 kcal/day, track water more tightly, and aim for consistent 7.7 h sleep."
P18,Week_2026_13,26.36,21.34,60.79,1765.1,7.67,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw noticeable changes in appetite. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1613 kcal/day, add 10–15 min mobility, and aim for consistent 7.6 h sleep."
P18,Week_2026_14,26.35,21.42,60.78,1746.7,7.66,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw promising changes in energy. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1643 kcal/day, track water more tightly, and aim for consistent 7.7 h sleep."
P18,Week_2026_15,26.32,21.5,60.74,1826.4,7.69,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw promising changes in motivation. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1733 kcal/day, front-load protein earlier, and aim for consistent 7.7 h sleep."
P18,Week_2026_16,26.31,21.54,60.73,1790,7.72,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw strong changes in motivation. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1678 kcal/day, track water more tightly, and aim for consistent 7.7 h sleep."
P18,Week_2026_17,26.27,21.56,60.68,1764.4,7.9,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw mixed changes in appetite. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1636 kcal/day, warm shoulders/hips before heavy sets, and aim for consistent 7.7 h sleep."
P18,Week_2026_18,26.23,21.59,60.63,1967.6,8.01,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw strong changes in digestion. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1757 kcal/day, season with za’atar to vary flavor, and aim for consistent 7.9 h sleep."
P18,Week_2026_19,26.23,21.63,60.65,1831,7.81,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Margoog (light) + salad' and 'Thareed (lean beef + veg)' sat well; Removing frictions improved follow-through. I saw noticeable changes in motivation. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1682 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.0 h sleep."
P18,Week_2026_20,26.23,21.7,60.67,1815.1,7.99,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw gradual changes in motivation. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1696 kcal/day, 5-min post-meal walks, and aim for consistent 7.8 h sleep."
P18,Week_2026_21,26.21,21.75,60.64,1827.3,8.04,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw strong changes in sleep. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1638 kcal/day, season with za’atar to vary flavor, and aim for consistent 8.0 h sleep."
P18,Week_2026_22,26.21,21.78,60.64,1849,8.06,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Balila cup (chickpeas)' and 'Grilled Hammour + rice + salad' sat well; Removing frictions improved follow-through. I saw mixed changes in motivation. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1665 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 8.0 h sleep."
P18,Week_2026_23,26.16,21.82,60.58,1938.5,8.05,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Masoub (banana+dates+milk)' and 'Chicken Kabsa (lean rice)' sat well; Removing frictions improved follow-through. I saw noticeable changes in joint comfort. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1766 kcal/day, front-load protein earlier, and aim for consistent 8.1 h sleep."
P18,Week_2026_24,26.12,21.89,60.53,1741.5,8.19,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Tuna salad + lemon + olive oil' and 'Margoog (light) + salad' sat well; Removing frictions improved follow-through. I saw strong changes in joint comfort. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1656 kcal/day, front-load protein earlier, and aim for consistent 8.1 h sleep."
P18,Week_2026_25,26.12,21.92,60.56,1827.4,8.46,"Felt disciplined this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw mixed changes in joint comfort. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1628 kcal/day, front-load protein earlier, and aim for consistent 8.2 h sleep."
P18,Week_2026_26,26.12,21.98,60.59,1917.4,8.46,"Felt resilient this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw mixed changes in pump. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1728 kcal/day, add 10–15 min mobility, and aim for consistent 8.5 h sleep."
P18,Week_2026_27,26.06,22.03,60.52,1874.4,8.73,"Felt measured this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw clear changes in digestion. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1715 kcal/day, add 10–15 min mobility, and aim for consistent 8.5 h sleep."
P18,Week_2026_28,26.06,22.1,60.55,1731.4,8.7,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw clear changes in joint comfort. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1595 kcal/day, swap one rice meal for jareesh mid-week, and aim for consistent 8.7 h sleep."
P18,Week_2026_29,26.06,22.18,60.55,1957.1,8.99,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Ful medames + tamees' and 'Balila cup (chickpeas)' sat well; Removing frictions improved follow-through. I saw mixed changes in appetite. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1777 kcal/day, front-load protein earlier, and aim for consistent 8.7 h sleep."
P18,Week_2026_30,26.05,22.21,60.53,1973.9,8.81,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Labneh + cucumbers + olives + bread' and 'Tuna salad + lemon + olive oil' sat well; Removing frictions improved follow-through. I saw gradual changes in energy. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1777 kcal/day, track water more tightly, and aim for consistent 9.0 h sleep."
P18,Week_2026_31,26.05,22.26,60.53,1896.5,8.83,"Felt energized this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Grilled Hammour + rice + salad' and 'Labneh + cucumbers + olives + bread' sat well; Removing frictions improved follow-through. I saw promising changes in pump. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1697 kcal/day, add 10–15 min mobility, and aim for consistent 8.8 h sleep."
P18,Week_2026_32,26.05,22.32,60.54,1868.7,9,"Felt up-and-down this week. With mostly consistent adherence, I completed sessions incl. W21. Meals like 'Chicken Kabsa (lean rice)' and 'Jareesh with laban' sat well; Removing frictions improved follow-through. I saw gradual changes in energy. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1710 kcal/day, add 10–15 min mobility, and aim for consistent 8.8 h sleep."
P18,Week_2026_33,25.99,22.37,60.46,1684,8.97,"Felt optimistic this week. With mostly consistent adherence, I completed sessions incl. W25. Meals like 'Jareesh with laban' and 'Ful medames + tamees' sat well; Removing frictions improved follow-through. I saw strong changes in recovery. For my goal, I balanced volume and daily activity. Budget=medium, cooking=beginner.","Next week: keep ~1596 kcal/day, lighten late snacks, and aim for consistent 9.0 h sleep."
